segment_id,slope,elevation,soil_risk,fault_distance,drainage_proximity,groundwater_index,historic_incident_density,risk_label
1,9.676232911760382,972.7793830935938,2,5.883731900477176,2.536124620634287,0.16893506307216455,1,Medium
2,23.792500507042945,1077.387733909722,2,9.684994454791061,2.7982073214892376,0.2785903390319586,0,Medium
3,18.433851574379425,395.24410046679935,2,6.927968068323597,1.8454372058327044,0.17701048427674682,0,Medium
4,15.167132862827398,149.86127094265856,0,8.229690160807431,2.5288544163320505,0.08870253375705561,0,Low
5,4.322456690839695,288.9634917994912,0,14.127825650770225,2.358041532096246,0.12063587110060081,0,Low
6,4.321865748236965,523.9871905789824,2,5.852929303231536,3.6095741414394062,0.46077876803272577,0,Low
7,1.9230484981208869,985.2574237885419,0,14.421739400976321,0.2295132023487586,0.2063337184057925,0,Low
8,21.721315571485913,1035.6620882424854,2,13.58972456514535,1.1598045988893098,0.36426986104807546,0,Medium
9,15.227317787708616,28.20351402680503,2,3.017287908360517,3.804125362102407,0.5034172708548569,0,Medium
10,17.847778156003116,622.6818170415276,2,1.1334833830399653,3.5665419463691195,0.6903948286293653,0,High
11,1.00432011024716,512.5449837155593,0,1.6015922205236572,1.8498441735035662,0.039312139841098936,0,Low
12,24.26279137796886,282.0872163554617,0,0.3715052022080909,2.49952376131607,0.7994103989090426,0,Medium
13,20.89484469961033,161.44113345374572,2,1.5072001152633332,1.145655672775474,0.6279003894909078,0,High
14,5.7023082116177655,418.385902256281,0,10.276800923903718,0.7930785809088573,0.08175903194887191,0,Low
15,4.954711696573965,1132.6334506167725,0,1.160710862057412,1.8816086995129297,0.8735786241067772,1,Medium
16,4.993410491409128,401.3794597844912,1,4.8527368913770434,1.4457413007029087,0.9208724005318132,0,Medium
17,7.953934952508674,632.172933657172,2,12.688642133444873,2.3554416418109447,0.06107795985486375,0,Medium
18,13.356532574989828,849.5623714963099,1,0.4467518424638054,0.3570518160116901,0.2768776481472037,0,Medium
19,11.082652956731836,449.0829308075669,1,12.235580390575143,3.8988594902813576,0.8062012797930613,0,Low
20,7.6351139348520265,1166.7028576107336,0,4.299636144123658,3.945532440694431,0.7482596903836584,0,Low
21,15.490395920698298,1155.6878080316912,1,1.8606559315626783,2.8077387703779935,0.18452101935637732,0,Medium
22,3.917599585975025,317.1031090739297,2,10.481383763925844,2.1675806470592756,0.2093493233367103,0,Low
23,7.657543889112845,606.7532369530148,0,9.471248417020272,1.2726340843309947,0.370472102791382,0,Low
24,9.475865160695447,375.0364055837882,1,13.174333001553089,3.2644903278424473,0.4845229851910213,1,Low
25,11.67371461331738,356.1117833654118,2,11.052558552677898,2.754688131587823,0.618254771530296,0,Medium
26,19.736811054128832,63.526597878348696,1,12.071865862734244,0.6923369104123207,0.3689136395697724,1,Medium
27,5.392007662879814,739.2859140962782,1,4.302315131312467,3.6481623787506776,0.4625347161331479,0,Low
28,13.098743741133484,613.1612474100566,1,2.74384920231787,3.2990221095465175,0.7474709381337565,1,Medium
29,15.01415693712004,80.74492647498744,0,11.284159799448789,3.8017096575030997,0.0366832028905979,0,Low
30,1.6380351116399443,348.8028277992015,0,12.121837615082233,2.9165920581340217,0.25243694434402075,0,Low
31,15.38484887158524,1091.7537454406513,2,14.858526615810032,2.47299002394637,0.7133495858845524,0,Medium
32,4.677841030338643,302.68303098702745,2,6.248003385980255,1.7020599933479448,0.8952068376871993,0,Medium
33,2.093764028139348,190.97594906764326,2,5.643069478312469,3.7342775092483524,0.5116774421156661,0,Low
34,23.747695662706665,597.5542571275244,2,11.668553115055753,3.470952363526613,0.5321134852653157,1,Medium
35,24.157984810326703,1183.0675358505089,1,5.177972749769966,0.2286137469194482,0.10717201133977605,0,Medium
